294.298,987.688,195.516,99.8956
291.443,987.688,196.53,99.8956
293.376,988.688,195.672,99.9779
296.051,985.554,195.264,99.7198
288.094,976.74,199.567,98.9942
286.019,972.758,200.957,98.6664
296.98,957.356,199.838,97.3997
294.893,937.514,203.963,95.7694
296.191,924.818,205.736,94.7275
303.085,913.492,205.545,93.7987
1502.98,899.815,92.6779,236.468
1480.82,876.677,90.7841,231.078
1476.85,858.984,89.3378,226.961
1453.84,840.921,87.863,222.764
1450.67,825.448,86.601,219.172
1443.46,828.456,86.8462,219.87
1437.82,815.404,85.7824,216.842
1433.39,801.36,84.6387,213.587
1438.4,782.966,83.1423,209.328
1438.9,772.968,82.3298,207.016
1448.69,758.442,81.15,203.658
1453.31,743.042,79.9005,200.101
1479.55,732.557,79.0504,197.682
1506.31,714.294,77.5712,193.472
1266.05,711.322,77.3306,192.787
1014.56,715.421,108.666,168.673
872.168,716.77,137.001,145.946
811.669,864.017,138.083,159.261
800.966,852.611,140.432,155.434
800.93,838.315,141.571,153.21
803.575,828.031,141.988,152.105
805.835,809.185,143.099,149.586
824.24,792.426,141.332,150.239
861.687,778.222,135.861,154.501
954.198,748.98,120.289,165.179
1006.94,733.781,110.377,171.056
1049.7,719.737,101.782,175.224
1079.56,702.027,95.1413,176.318
1100.11,689.04,90.2653,176.773
1068.19,672.731,96.3939,168.397
1019.23,662.651,106.904,158.936
973.692,650.603,117.071,149.817
958.388,639.922,120.664,145.572
942.757,627.866,124.499,141.099
958.24,611.631,120.997,140.305
973.049,603.489,117.415,140.841
973.049,590.629,117.469,138.422
973.282,590.629,117.41,138.454
992.725,576.728,112.428,138.417
1016.88,564.739,105.992,139.259
1033.72,552.087,101.266,138.917
1039.62,541.065,99.4055,137.452
1062.16,532.065,92.9148,138.423
1062.5,525.309,92.5889,137.076
1062.41,508.192,92.0336,133.547
1054.8,504.018,94.1003,131.795
1054.7,493.403,93.8043,129.621
1065.26,487.745,90.4922,129.676
1054.63,485.68,93.5874,128.041
1050.37,471.238,94.443,124.63
1050.08,467.531,94.4253,123.848
1050.17,458.22,94.1296,121.975
1049.95,451.953,94.0183,120.684
1058.73,449.257,91.1886,121.073
1054.84,468.015,92.984,124.471
1067.12,495.727,90.2267,131.533
1072.79,1461.57,115,275.022
1091.14,1439.11,115,279.736
1088,1438.6,115,278.929
1082.6,1428.41,115,277.542
1047.69,1399.87,115,268.574
971.186,1379.22,115,248.916
950.317,2714.59,115,243.554
937.98,2686.91,115,240.384
919.002,2677.59,115,235.507
900.937,2664.88,115,230.866
900.196,2647.05,115,230.675
895.718,2616.57,115,229.525
876.05,2601.36,115,224.471
836.294,2608.88,115,214.256
837.948,2598.3,115,214.681
831.769,2614.21,115,213.093
852.806,2632.91,115,218.499
815.268,2647.44,115,208.854
818.162,2656.28,115,209.597
839.844,2675.77,115,215.168
823.66,2713.29,115,211.01
835.551,2340.8,115,214.065
823.654,2342.16,115,211.008
811.118,2323.68,115,207.787
808.767,2306.73,115,207.183
805.91,2319.07,115,206.449
803.479,2309.62,115,205.825
800.589,2294.62,115,205.082
791.528,2305.83,115,202.754
794.808,2313.74,115,203.596
788.215,2314.13,115,201.902
788.089,2354.29,115,201.87
781.364,2412.71,115,200.142
770.752,2437.03,115,197.415
761.311,2433.7,115,194.99
769.309,2425.21,115,197.045
769.666,2506.24,115,197.136
759.659,2485.5,115,194.565
768.245,1505.65,115,196.771
750.268,1500.3,115,192.152
748.852,1467.66,115,191.788
748.983,1448.66,115,191.822
744.176,1390.17,115,190.587
733.488,1347.99,115,187.841
733.989,1323.95,115,187.969
733.336,1261.76,115,187.802
733.089,1232.51,115,187.738
722.489,1189.07,115,185.015
722.772,1148.7,117.463,182.074
711.581,1122.17,120.765,175.563
710.149,1083.19,125.508,169.817
710.029,1052.32,129.236,165.529
710.122,1019,133.241,160.962
699.528,994.506,137.006,155.267
707.948,984.823,137.523,155.792
686.974,950.617,143.689,146.704
688.19,953.578,143.188,147.352
688.312,933.711,145.743,144.748
676.193,918.118,149.104,140.221
668.438,902.545,152.11,136.651
654.917,898.633,154.267,133.454
651.207,897.981,154.806,132.633
643.982,886.522,157.371,129.788
629.957,884.165,159.489,126.744
627.263,885.718,159.587,126.4
636.935,889.093,157.864,128.712
632.811,872.905,160.851,125.952
624.455,877.049,161.297,124.821
604.707,880.925,163.208,121.415
601.234,878.329,164.083,120.44
593.032,893.558,162.544,120.542
587.57,881.919,165.221,118.17
579.888,894.427,163.994,118.03
575.064,905.53,162.6,118.272
565.476,905.361,163.75,116.328
555.355,904.884,165.021,114.246
545.01,919.345,163.46,113.643
539.509,908.059,166.259,111.384
536.065,917.709,164.77,111.656
536.746,908.29,166.534,110.851
534.116,901.862,168.1,109.68
523.802,886.14,172.477,106.085
519.862,877.988,174.62,104.523
511.986,876.959,175.846,102.889
512.164,894.004,172.316,104.541
504.332,3076.46,115,128.96
500.09,3073.97,115,127.87
504.146,3055.66,115,128.913
496.76,3334.17,115,127.015
495.255,3038.36,115,126.628
491.196,3019.16,115,125.585
491.196,3007.16,115,125.585
488.788,3007.16,115,124.966
482.029,3003.47,115,123.23
486.096,2987.54,115,124.275
485.938,2975.32,115,124.234
472.55,2959.12,115,120.794
475.587,2955.56,115,121.574
475.697,2957.82,115,121.603
472.867,2929.22,115,120.876
465.72,2925.44,115,119.039
465.72,2912.81,115,119.039
469.487,2906.7,115,120.007
465.452,3147.05,115,118.97
458.389,3088.24,115,117.155
459.05,3053.96,115,117.325
456.801,3004.19,115,116.747
453.232,2878.21,115,115.83
451.604,2858.14,115,115.412
448.726,2846.17,115,115
447.85,2788.24,115,115
445.827,2800.4,115,115
442.282,2788.43,115,115
438.826,2782.15,115,115
436.934,2774.14,115,115
439.335,2764.85,115,115
432.105,2753.76,115,115
427.021,2730.91,115,115
410.878,2687.23,115,115
408.826,2675.26,115,115
422.706,2691.56,115,115
420.66,2700.14,115,115
420.993,2702.8,115,115
412.858,2678.47,115,115
410.276,2666.5,115,115
412.753,2669.72,115,115
409.632,2662.17,115,115
409.632,2650.21,115,115
407.897,2647.12,115,115
410.002,2642,115,115
406.287,2630.03,115,115
400.271,2606.2,115,115
401.703,2590.5,115,115
396.936,2559.3,116.417,115
386.496,2548.17,121.246,115
384.5,2536.24,122.169,115
394.446,2544.78,117.569,115
390.528,2504.11,119.381,115
386.695,2493.61,121.154,115
385.412,2484.23,121.747,115
378.425,2471.64,124.978,115
378.475,2476.06,124.955,115
357.156,2462.93,134.815,115
337.072,2470.15,144.104,115
322.153,2458.22,151.004,115
301.452,2457.74,160.578,115
296.042,2399.49,163.081,115
282.926,2437.67,169.147,115
279.2,2423.27,170.87,115
270.757,4062.72,174.775,115
272.282,3895.3,174.07,115
264.669,3894.76,177.59,115
266.356,4290.18,176.81,115
259.955,3900.9,179.771,115
259.416,3909.28,180.02,115
258.445,3870.33,180.469,115
264.203,3809.1,177.806,115
276.669,3793.12,172.041,115
292.503,3814.84,164.717,115
309.157,3773.83,157.015,115
309.157,3758.8,157.015,115
380.959,3779.44,123.807,115
3393.6,2141.6,115,300
3389.85,2137.56,115,300
3385.42,3745.01,115,300
3376.54,3666.16,115,300
4556.9,3780.38,115,300
4543.94,3854.23,115,300
5729.61,3666.27,115,300
5232.23,2436.49,115,300
5201.2,2076.98,115,300
1585.76,2275.45,115,300
1387.89,2106.44,115,300
1232.86,2026.73,115,300
1129.29,2014.26,115,289.539
1055.52,1994.28,115,270.586
977.697,1984.84,115,250.589
866.561,1915.15,115,222.033
571.397,1904.08,115,146.192
569.912,1887.21,115,145.811
549.816,1863.12,115,140.647
767.684,1776.66,115,196.627
867.844,1768.61,115,222.363
887.093,1776.86,115,227.309
902.281,1743.43,115,231.211
906.076,1785.82,115,232.186
894.53,1767.51,115,229.219
871.209,1744.31,115,223.227
862.187,1748.21,115,220.909
846.676,1726.25,115,216.924
842.221,1713.34,115,215.779
836.483,1688.71,115,214.305
836.483,1673.01,115,214.305
826.758,1622.23,115,211.806
825.305,1604.95,115,211.433
823.226,1607.8,115,210.898
822.053,1591.16,115,210.597
808.895,1578.93,115,207.216
808.419,1519.48,115,207.094
806.471,2106.65,115,206.593
797.994,2170.77,115,204.415
808.018,2160.95,115,206.991
796.119,2131.45,115,203.933
793.331,2132.64,115,203.217
787.118,2222.51,115,201.621
788.171,2520.65,115,201.891
788.488,2565.97,115,201.973
785.703,2753.32,115,201.257
787.563,2740.33,115,201.735
786.689,2726.69,115,201.51
777.093,2703.48,115,199.045
785.596,2699.43,115,201.23
775.945,2692.94,115,198.75
775.568,2714.23,115,198.653
775.296,2694.59,115,198.583
778.394,2686.79,115,199.379
767.021,2666.3,115,196.457
770.923,3847.87,115,197.46
764.727,3834.11,115,195.867
764.52,3817.81,115,195.814
764.786,4589.2,115,195.883
756.917,4594.32,115,193.861
747.128,4578.39,115,191.345
744.197,4562.29,115,190.592
747.657,4566.17,115,191.481
743.388,4545.36,115,190.384
734.997,4536.84,115,188.228
728.861,4528.36,115,186.652
726.636,4527.12,115,186.08
721.997,4511.83,115,184.888
710.922,4466.1,115,182.042
705.811,4450.61,115,180.729
706.265,4451.12,115,180.846
703.019,4431.48,115,180.012
696.397,4410.83,115,178.31
695.401,1207.94,115,178.054
693.772,1165.89,115.529,177.08
693.924,1139.38,118.934,173.531
690.592,1094.98,124.735,166.734
690.39,1055.83,129.807,161.444
680.707,1041.89,132.157,157.358
681.551,1019.89,135.034,154.655
673.394,987.33,140.013,148.597
669.713,976.158,141.849,146.356
652.391,963.928,145.111,141.09
652.305,947.055,147.567,138.965
639.999,952.035,148.031,136.994
639.609,938.695,150.077,135.283
639.609,924.864,152.158,133.596
630.941,934.091,151.674,132.928
618.049,920.385,155.209,128.651
628.593,929.514,152.629,131.894
620.627,918.35,155.247,128.937
616.723,904.649,157.877,126.539
616.723,912.133,156.678,127.415
596.265,907.97,159.712,122.807
581.218,903.815,162.183,119.321
581.111,909.665,161.167,119.94
582.49,913.636,160.312,120.655
571.496,904.77,163.153,117.474
562.982,4116.36,115,144.03
552.372,4102.75,115,141.304
554.921,4094.63,115,141.959
544.649,4084.71,115,139.32
538.734,4069.35,115,137.8
534.214,4056.72,115,136.638
525.763,4029.25,115,134.467
526.925,4036.38,115,134.765
526.925,4023.77,115,134.765
522.759,4027.06,115,133.695
523.171,4004.08,115,133.801
522.005,4013,115,133.501
511.817,3977.05,115,130.883
511.995,3978.84,115,130.929
496.748,3961.35,115,127.012
492.993,3943.71,115,126.047
487.453,3934.26,115,124.623
477.551,3923.48,115,122.079
476.157,3916.25,115,121.721
468.628,3903.98,115,119.786
468.742,3886.36,115,119.816
463.608,3877.68,115,118.497
457.581,3875.16,115,116.948
453.553,3890.57,115,115.913
446.497,3849.63,115,115
451.61,3850.42,115,115.414
447.548,3838.85,115,115
439.196,3830.49,115,115
434.503,3829.54,115,115
430.298,3815.45,115,115
419.6,3800.25,115,115
417.644,3746.83,115,115
410.731,3747.37,115,115
405.733,3748.61,115,115
403.23,3739.34,115,115
400.183,3730.11,115,115
384.545,3729.19,122.148,115
384.597,3720.58,122.124,115
382.344,3709.14,123.166,115
383.694,3704.32,122.542,115
383.694,3719.73,122.542,115
373.829,3688.66,127.104,115
365.795,3678.07,130.82,115
362.529,3666.63,132.33,115
359.761,3662.5,133.61,115
356.569,3655.4,135.087,115
343.37,3642.84,141.191,115
347.047,3645.43,139.491,115
323.644,3592.88,150.315,115
315.738,3572.82,153.971,115
311.054,3602.46,156.138,115
323.885,3568.64,150.203,115
304.005,3546.35,159.398,115
328.387,3544.53,148.121,115
319.015,3523.4,152.456,115
301.711,3519.52,160.458,115
307.258,3507.03,157.893,115
302.135,3500.64,160.262,115
294.331,3471.29,163.872,115
294.331,3456.92,163.872,115
291.061,3456.92,165.384,115
281.504,3463.46,169.804,115
280.286,3450.24,170.368,115
275.571,3418.31,172.549,115
272.142,3411.99,174.134,115
269.506,3394.32,175.353,115
255.383,3385.09,181.886,115
255.383,3369.86,181.886,115
265.138,3366.62,177.374,115
263.945,3351.33,177.925,115
261.365,3336.17,179.119,115
427.22,3292.49,115,115
480.829,3312.46,115,122.921
608.307,3300.51,115,155.676
663.076,3286.51,115,169.749
834.043,3255.43,115,213.678
886.461,3249.45,115,227.146
885.872,3232.33,115,226.995
833.712,3224.77,115,213.593
798.626,3214.39,115,204.578
797.179,3198.03,115,204.206
797.735,3178.42,115,204.348
774.846,3178.56,115,198.467
722.953,3158.61,115,185.134
720.99,3135.32,115,184.629
722.803,3125.43,115,185.095
717.485,3110.21,115,183.729
726.048,3090.43,115,185.929
728.034,3089.41,115,186.439
732.178,3078.25,115,187.504
737.748,3063.7,115,188.935
734.98,3052.35,115,188.224
746.869,3037.43,115,191.279
746.812,3025.88,115,191.264
743.366,2994.64,115,190.379
742.869,3028.33,115,190.251
742.025,3028.03,115,190.034
740.947,3012.11,115,189.757
742.881,2988.82,115,190.254
742.881,2974.08,115,190.254
741.55,2988.51,115,189.912
757.338,2971.84,115,193.969
753.558,2960.74,115,192.998
753.558,2945.98,115,192.998
748.603,2950.38,115,191.724
749.589,2928.98,115,191.978
753.923,2909.72,115,193.091
741.01,2890.34,115,189.773
742.212,2927.88,115,190.082
747.106,3316.01,115,191.34
